id,gold_label,weak_label,entity,answer_span,start,end,cue,text,source,notes
gold-00050,,affirmed,男人早泄的病,男人早泄的病,0,6,,男人早泄的病因，和这些方面都是有关系的，首当其冲的就是患者自身的心理因素，在性生活时受到一些不良因素的影响，或者是夫妻感情不合，此外，对性知识了解匮乏，看一些不健康的图书、音频，就容易发生早泄，还有男性如果患病，比如像前列腺炎、前列腺钙化等，或有糖尿病或是骨折等，以上这些因素均可导致早泄的发生，建议每一位男性都有所重视,dialogue_weak:早泄:answer:男科5-13000.csv:28,
gold-00051,,negated,器质性的疾病,器质性的疾病,99,105,无,早泄情况发生的原因，受到这些方面的影响，首先可能是患者自身的心理因素，比如在过去的性生活中有过不好的体验，亦或是夫妻感情不合等，另外还有对性知识认知的匮乏，无节制的手淫就会引发早泄，或者说，患有一些器质性的疾病，常见的有前列腺和泌尿系问题，或是血糖高，心脑血管不好，不管病因是什么，早泄的危害是不容忽视的，务必要正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:74,
gold-00052,,negated,器质性疾病,器质性疾病,97,102,无,引发早泄的原因，主要包括这些，目前看来男性心理问题占大部分，比如在过去的性生活中有过不好的体验，亦或是夫妻感情不合等，再者，一些男性如果缺少对性知识的认知，无节制的手淫就会引发早泄，再者，像一些器质性疾病也会导致早泄发生，比如前列腺疾病或是泌尿系感染，或有糖尿病或是骨折等，所以早泄的发生和很多因素都有关，要正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:79,
gold-00053,,negated,确认是慢性前列腺炎症,确认是慢性前列腺炎症,2,12,无,如果确认是慢性前列腺炎症，一般是无菌性炎症，可以口服中药治疗调养，症状逐渐获得压制。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:98,
gold-00054,,negated,可以口服中药,可以口服中药,22,28,无,如果确认是慢性前列腺炎症，一般是无菌性炎症，可以口服中药治疗调养，症状逐渐获得压制。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:98,
gold-00055,,negated,中药治疗精囊炎,中药治疗精囊炎,11,18,无,建议口服中药进行治疗，中药治疗精囊炎，无副作用，不会对身体造成危害，治疗，缓解后不会复发,dialogue_weak:精囊炎:answer:男科5-13000.csv:118,
gold-00056,,negated,阴囊潮湿不是病,阴囊潮湿不是病,0,7,无,阴囊潮湿不是病态，因此如无其它不适，留意局部的清洁干燥即可，平时留意清淡饮食，少吃生冷食物，少吃辛辣鱼腥食物，不过一般阴囊的潮湿可能会和前列腺疾病是有的关系的，建议你还是积极做前列腺的仔细检查确认具体的病情，留意对症治疗，如果同时伴发搔痒，可能会是由于潮湿滋长细菌引发了传染，必要时涂抹对症乳膏软膏治疗，具体可以到医院系统仔细检查治疗多吃壮阳食物：壮阳食物主要有狗肉、羊肉、麻雀、核桃、牛鞭、羊肾等,dialogue_weak:阴囊湿疹:answer:男科5-13000.csv:133,
gold-00057,,negated,轻症,轻症,0,2,无,轻症和无生精功能障碍者不需救治。,dialogue_weak:精索静脉曲张:answer:男科5-13000.csv:152,
gold-00058,,negated,可以口服对症胶囊药,可以口服对症胶囊药,5,14,无,如无转好，可以口服对症胶囊药物，或同房前口服对症药物或者希爱力来稳定同房质。,dialogue_weak:阳痿:answer:男科5-13000.csv:154,
gold-00059,,negated,慢性前列腺炎,慢性前列腺炎,0,6,无,慢性前列腺炎绝大部分是无菌性的。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:156,
gold-00060,,negated,可以口服补肾益气药,可以口服补肾益气药,5,14,无,如无转好，可以口服补肾益气药物治疗。,dialogue_weak:阳痿:answer:男科5-13000.csv:162,
gold-00061,,negated,因为前列腺炎这个病,因为前列腺炎这个病,30,39,没有,发现前列腺炎最重要的是心理调理，首先要对前列腺炎不要太焦虑，因为前列腺炎这个病对人没有很大的伤害，第二个前列腺炎如果没有什么症状，它可以跟人和谐共处不需要去管，如果有前列腺炎最重要的一条就是戒烟、戒酒戒槟榔、不久坐，然后接受它不用管它。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:230,
gold-00062,,negated,什么症,什么症,60,63,没有,发现前列腺炎最重要的是心理调理，首先要对前列腺炎不要太焦虑，因为前列腺炎这个病对人没有很大的伤害，第二个前列腺炎如果没有什么症状，它可以跟人和谐共处不需要去管，如果有前列腺炎最重要的一条就是戒烟、戒酒戒槟榔、不久坐，然后接受它不用管它。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:230,
gold-00063,,negated,有前列腺炎,有前列腺炎,82,87,没有,发现前列腺炎最重要的是心理调理，首先要对前列腺炎不要太焦虑，因为前列腺炎这个病对人没有很大的伤害，第二个前列腺炎如果没有什么症状，它可以跟人和谐共处不需要去管，如果有前列腺炎最重要的一条就是戒烟、戒酒戒槟榔、不久坐，然后接受它不用管它。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:230,
gold-00064,,negated,乏力盗汗怕冷怕热等等症,乏力盗汗怕冷怕热等等症,12,23,无,可以密切观察看看，如果无乏力盗汗怕冷怕热等等症状，无须处理，无须药物治疗。,dialogue_weak:遗精:answer:男科5-13000.csv:254,
gold-00065,,negated,须药,须药,31,33,无,可以密切观察看看，如果无乏力盗汗怕冷怕热等等症状，无须处理，无须药物治疗。,dialogue_weak:遗精:answer:男科5-13000.csv:254,
gold-00066,,negated,龟头瘙痒一般都是由于包皮龟头炎,龟头瘙痒一般都是由于包皮龟头炎,26,41,排除,朋友您好，如果您没不洁性生活的话，一般可以排除性病，龟头瘙痒一般都是由于包皮龟头炎致使的，不加治疗的话，炎症不但会蔓延到尿道引起尿道炎，还会蔓延到前列腺等生殖器引起严重，给男性的生育能力引发重大影响。,dialogue_weak:龟头炎:answer:男科5-13000.csv:278,
gold-00067,,negated,不幸仔细检查出患上包皮龟头炎,不幸仔细检查出患上包皮龟头炎,2,16,无,如果不幸仔细检查出患上包皮龟头炎也无须紧张，去正规的男科医院还是能及时的自愈的。,dialogue_weak:龟头炎:answer:男科5-13000.csv:278,
gold-00068,,negated,喝药,喝药,14,16,没有,你先去医院改进相关检查吧如果喝药并没有什么效果的话这个情况有可能需要有考虑手术治疗了。,dialogue_weak:睾丸炎:answer:男科5-13000.csv:333,
gold-00069,,negated,再次出现排尿异常可以口服普乐安片,再次出现排尿异常可以口服普乐安片,19,35,无,一般较轻的纤维化无不适症状不需要治疗，再次出现排尿异常可以口服普乐安片、消炎药治疗。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:344,
gold-00070,,negated,普乐安片,普乐安片,31,35,无,一般较轻的纤维化无不适症状不需要治疗，再次出现排尿异常可以口服普乐安片、消炎药治疗。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:344,
gold-00071,,negated,因此若症状轻或无症,因此若症状轻或无症,27,36,无,绝大多数肉芽肿性前列腺炎均可自发地缓解而无须特殊治疗，因此若症状轻或无症状，可用不着任何治疗，仅需密切随诊。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:357,
gold-00072,,negated,较小的无症,较小的无症,0,5,无,"较小的无症状,无继发感染可不治疗。",dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:359,
gold-00073,,negated,继发感染,继发感染,8,12,无,"较小的无症状,无继发感染可不治疗。",dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:359,
gold-00074,,negated,这种情况常见于女方有妇科阴道炎,这种情况常见于女方有妇科阴道炎,19,34,排除,"另外,也不能够排除是由于性生活致使的,这种情况常见于女方有妇科阴道炎,通过性生活交叉感染,致使男性患者患包皮龟头炎。",dialogue_weak:龟头炎:answer:男科5-13000.csv:362,
gold-00075,,negated,现在一般绝不会有什么症,现在一般绝不会有什么症,42,53,无,前列腺中的纤维化点一般就是既往有前列腺慢性炎症，愈后遗留下的，只好代表以前有过炎症，现在一般绝不会有什么症状，也无须治疗。,dialogue_weak:前列腺钙化:answer:男科5-13000.csv:389,
gold-00076,,negated,又称之为非特异性附睾炎,又称之为非特异性附睾炎,19,30,阴性,由于传染细菌为革兰阴性杆菌和阳性球菌，又称之为非特异性附睾炎。,dialogue_weak:急性附睾炎:answer:男科5-13000.csv:398,
gold-00077,,negated,前列腺炎,前列腺炎,0,4,无,前列腺炎分细菌性和无菌性，细菌性里还要知晓是哪一种致病菌引来的，如链球菌，大肠杆菌，支原体，衣原体，金黄葡萄球菌等，所以建议你还需要有明确确诊后方才能对症性治疗，病原体不同用药和治疗方案拥有差异，否则容易反反复复复发建议：与吃辛辣食物恰恰相反，清淡饮食可以减低前列腺的压力。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:404,
gold-00078,,negated,细菌性里还要知晓是哪一种致病,细菌性里还要知晓是哪一种致病,13,27,无,前列腺炎分细菌性和无菌性，细菌性里还要知晓是哪一种致病菌引来的，如链球菌，大肠杆菌，支原体，衣原体，金黄葡萄球菌等，所以建议你还需要有明确确诊后方才能对症性治疗，病原体不同用药和治疗方案拥有差异，否则容易反反复复复发建议：与吃辛辣食物恰恰相反，清淡饮食可以减低前列腺的压力。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:404,
gold-00079,,negated,成功自愈了前列腺炎,成功自愈了前列腺炎,100,109,无,超导体涡流磁透析技术，是集高频电磁场剧烈震荡效应、热效应、生物离子、电化学效应、细胞修复效应于一体，将药物直通病灶并迅速吸收，进阶前列腺炎难治的根本原因，实打实以无懈可击的绝对优势设在各传统疗法之上，成功自愈了前列腺炎患者建议到当地正规男科医院去检查一下，在针对治疗。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:416,
gold-00080,,negated,损伤,损伤,28,30,无,对于各种前列腺疾病均有重要的确诊意义，具备简便、无创、无损伤、快速等优点。,dialogue_weak:前列腺钙化:answer:男科5-13000.csv:434,
gold-00081,,negated,甚至清醒时精液自行滑出的病症,甚至清醒时精液自行滑出的病症,20,34,无,“滑精”又称“滑泄”，是指夜间无梦而遗，甚至清醒时精液自行滑出的病症。,dialogue_weak:遗精:answer:男科5-13000.csv:454,
gold-00082,,negated,并且将炎性病,并且将炎性病,39,45,无,睾丸炎也可以致使男性失去生育能力，睾丸炎可致使死精，无精，使男性失去生育能力，并且将炎性病菌传染给直系亲属，引发妇科疾病，给妻子健康带给巨大伤害。,dialogue_weak:睾丸炎:answer:男科5-13000.csv:464,
gold-00083,,negated,下炎症,下炎症,24,27,排除,首先有白色分泌物需要有及时做个常规仔细检查，排除下炎症，另外头昏，注意力不集中多与肾虚有关系。,dialogue_weak:阳痿:answer:男科5-13000.csv:479,
gold-00084,,negated,一般只要不继发感染,一般只要不继发感染,10,19,无,较小而无症状的囊肿，一般只要不继发感染等，可不必治疗，只是要留意动态仔细观察其变动即可。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:506,
gold-00085,,negated,较大的囊肿或有症,较大的囊肿或有症,19,27,无,建议您，较小而无症状的囊肿可不必治疗，较大的囊肿或有症状的小囊肿可用手术治疗。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:533,
gold-00086,,negated,较大血管瘤可有肝区胀痛.肿瘤,较大血管瘤可有肝区胀痛.肿瘤,37,51,无,"前列腺钙化灶证明以前有过炎症，肝血管瘤是肝脏的良性肿瘤.小血管瘤多无症状,较大血管瘤可有肝区胀痛.肿瘤直径5cm者,无症状的者,不需救治.平时留意不要剧烈运动,以免血管瘤破碎,按时复查,随诊即可.如果大于5厘米,建议插手救治,属于微创手术,恢复快,效果好，1.饮食:少吃盐、炒菜少放油,不能够吃肥肉,不能够吃油炸食物。",dialogue_weak:前列腺钙化:answer:男科5-13000.csv:553,
gold-00087,,negated,cm,cm,54,56,无,"前列腺钙化灶证明以前有过炎症，肝血管瘤是肝脏的良性肿瘤.小血管瘤多无症状,较大血管瘤可有肝区胀痛.肿瘤直径5cm者,无症状的者,不需救治.平时留意不要剧烈运动,以免血管瘤破碎,按时复查,随诊即可.如果大于5厘米,建议插手救治,属于微创手术,恢复快,效果好，1.饮食:少吃盐、炒菜少放油,不能够吃肥肉,不能够吃油炸食物。",dialogue_weak:前列腺钙化:answer:男科5-13000.csv:553,
gold-00088,,negated,以免血管瘤,以免血管瘤,80,85,无,"前列腺钙化灶证明以前有过炎症，肝血管瘤是肝脏的良性肿瘤.小血管瘤多无症状,较大血管瘤可有肝区胀痛.肿瘤直径5cm者,无症状的者,不需救治.平时留意不要剧烈运动,以免血管瘤破碎,按时复查,随诊即可.如果大于5厘米,建议插手救治,属于微创手术,恢复快,效果好，1.饮食:少吃盐、炒菜少放油,不能够吃肥肉,不能够吃油炸食物。",dialogue_weak:前列腺钙化:answer:男科5-13000.csv:553,
gold-00089,,negated,若拆分有前列腺炎症,若拆分有前列腺炎症,33,42,无,鉴于上述情况，对于单纯的前列腺钙化，常无须治疗，对健康没特殊干扰，若拆分有前列腺炎症，可及时治疗，以防加重就行。,dialogue_weak:前列腺钙化:answer:男科5-13000.csv:570,
gold-00090,,negated,生殖器疾病,生殖器疾病,78,83,没有,"对于你问的问题，性功能是男科疾病，那么看你是什么状况，性功能是分为:1性生理，2性心理疾病，3生育与计划生育,4男性生殖系统疾病,包括勃起功能障碍、不育症、生殖器疾病等，您的描述没有说是什么性功能，所以根据您的实际情况来挂什么科，实在不知道就去挂男科或者泌尿科，希望上述答案能帮助到您",dialogue_weak:男性功能障碍:answer:男科5-13000.csv:615,
gold-00091,,negated,一般只要不继发感染,一般只要不继发感染,13,22,无,你好，较小而无症状的囊肿，一般只要不继发感染等，可不必治疗，只是要注意动态仔细观察其变动即可.较大的囊肿或有症状的小囊肿可用手术治疗。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:638,
gold-00092,,negated,性生活也可能会患病,性生活也可能会患病,44,53,没有,根据你说的情况，您想吃药来丧失自己的性功能，有这种想法是非常不好的，因为您才35岁，没有性生活也可能会患病，建议你要及时的调整自己的心态了，如果是两人感情有问题，妻子不愿意跟你过性生活要及时跟对方沟通交流，有什么问题可以及时的表达倾诉出来，不要有这种极端的想法，你还年轻，和谐的夫妻生活能增加双方的感情,dialogue_weak:男性功能障碍:answer:男科5-13000.csv:656,
gold-00093,,negated,其他异常症,其他异常症,19,24,没有,如果是偶尔遗精，可用于正常人，如果没有其他异常症状，可以暂时观察，如果频繁遗精是不正常的，可见于肾虚，受到不良刺激等引起。,dialogue_weak:遗精:answer:男科5-13000.csv:664,
gold-00094,,negated,是激素方面的病症,是激素方面的病症,26,34,排除,长期这种情况的话建议你去正规医院做个详细的检查，排除是激素方面的病症，建议保持良好的生活习惯，戒烟，戒酒，适当的锻炼，作息也要规律这样防止出现体质下降引发其他疾病。,dialogue_weak:男性功能障碍:answer:男科5-13000.csv:688,
gold-00095,,negated,性生活也可能会患病,性生活也可能会患病,50,59,没有,根据你说的情况，您想某些药物或者食品来丧失自己的性功能，有这种想法是非常正确的，因为您才40岁，没有性生活也可能会患病，建议你要调整自己的心态，如果不是两人感情有问题，妻子不愿意跟你过性生活要及时跟对方沟通交流，有什么问题可以及时的表达倾诉出来，不要有这种极端的想法，你还年轻,dialogue_weak:男性功能障碍:answer:男科5-13000.csv:696,
gold-00096,,negated,口服0个星期的药,口服0个星期的药,5,13,无,小便无力，口服0个星期的药，然后再次出现了小腹坠胀，睾丸疼痛这种情况可能是前列腺炎或者是附睾炎。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:725,
gold-00097,,negated,0个星期的药,0个星期的药,7,13,无,小便无力，口服0个星期的药，然后再次出现了小腹坠胀，睾丸疼痛这种情况可能是前列腺炎或者是附睾炎。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:725,
gold-00098,,negated,性欲减低等有关的症,性欲减低等有关的症,21,30,无,男性正常性功能水平是没早泄、早泄、无性欲、性欲减低等有关的症状，夫妻之间的性生活非常的和谐，双方都很快乐。,dialogue_weak:男性功能障碍:answer:男科5-13000.csv:781,
gold-00099,,negated,论吃什么药,论吃什么药,40,45,无,前列腺炎一般与活动量少，休息不规律，饮水鲜有关系，可以有尿频尿急尿不尽的情况，无论吃什么药物，都应当生活规律，如果经常吃抗菌药，并且前列腺炎这种疾病不易全愈。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:851,
gold-00100,,negated,经常吃抗菌药,经常吃抗菌药,57,63,无,前列腺炎一般与活动量少，休息不规律，饮水鲜有关系，可以有尿频尿急尿不尽的情况，无论吃什么药物，都应当生活规律，如果经常吃抗菌药，并且前列腺炎这种疾病不易全愈。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:851,
gold-00101,,speculated,前列腺疾病,前列腺疾病,105,110,可能,男人早射的病因，主要是这几种，患者自身心理上有问题是比较常见的，比如患者在过去的性生活中有过一些不愉快的体验，或是受到过惊吓，另外，缺少对性的正确认知，频繁手淫就可能导致早泄，还有就是一些器质性疾病了，比如一些前列腺疾病，或有糖尿病或是骨折等，所以疾病的发生和生活中很多方面都有关，要多方入手进行预防,dialogue_weak:早泄:answer:男科5-13000.csv:30,
gold-00102,,speculated,前列腺疾病或是泌尿系感染,前列腺疾病或是泌尿系感染,117,129,可能,男性早泄的主因，和以下几个方面有关，其中较为常见的就是心理因素，像是夫妻间感情不好，性生活不愉快，或是性的初体验并不好，男性如果没有及时的接受性教育，长期观看不良视频就会引发早泄，再者，诱发早泄的还有可能是患者自身的一些其它疾病，比如前列腺疾病或是泌尿系感染，或是骨盆骨折，所以对于男性而言预防早泄是需要从很多方面入手的,dialogue_weak:早泄:answer:男科5-13000.csv:34,
gold-00103,,speculated,泌尿系感染,泌尿系感染,113,118,可能,早射的发生诱因，主要包括这些，首先可能是患者自身的心理因素，比如过去性生活时受到过惊吓，有不愉快的体验等，再者，一些男性如果缺少对性知识的认知，长期观看不良视频就会引发早泄，再者，诱发早泄的还有可能是患者自身的一些其它疾病，如泌尿系感染和前列腺问题，或是像一些心脑血管疾病，早泄对男性身心造成的创伤都是较大的，建议了解病因后正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:37,
gold-00104,,speculated,前列腺炎,前列腺炎,130,134,可能,男性发生早泄的原因，与多个方面都有一定的影响，其中较为常见的就是心理因素，像是夫妻间感情不好，性生活不愉快，或是性的初体验并不好，另外，男性如果缺少对性知识的了解，常常自己自慰，就会导致早泄，再者，诱发早泄的还有可能是患者自身的一些其它疾病，比如一些男性疾病，前列腺炎、前列腺增生等，或有糖尿病或是骨折等，这边建议你在了解了早泄病因之后是可以去正确进行预防的,dialogue_weak:早泄:answer:男科5-13000.csv:38,
gold-00105,,speculated,泌尿系统的感染或是前列腺疾病,泌尿系统的感染或是前列腺疾病,96,110,可能,可能诱发早泄的因素，和这些方面都是有关系的，心理因素是比较常见的，比如过去性生活时受到过惊吓，有不愉快的体验等，此外，和男性对性知识的漠视，频繁手淫就可能导致早泄，还有就是一些器质性疾病了，如泌尿系统的感染或是前列腺疾病，或是像一些心脑血管疾病，所以对于男性而言预防早泄是需要从很多方面入手的,dialogue_weak:早泄:answer:男科5-13000.csv:49,
gold-00106,,speculated,泌尿系统的感染或是前列腺疾病,泌尿系统的感染或是前列腺疾病,97,111,可能,男人早射的病因，常见的有以下几种，首先可能是患者自身的一些心理问题导致的，比如过去性生活时受到过惊吓，有不愉快的体验等，很多缺乏性知识的男性，频繁手淫就可能导致早泄，或是男性不幸患上一些疾病，如泌尿系统的感染或是前列腺疾病，或是骨盆骨折以及高血糖等，所以早泄的发生和很多因素都有关，要正确预防,dialogue_weak:早泄:answer:男科5-13000.csv:51,
gold-00107,,speculated,你目前再次出现的症,你目前再次出现的症,7,16,可能,根据你的叙述，你目前再次出现的症状有可能是前列腺的问题，你这个年龄前列腺再次出现问题大多数都是继发的，大多数都是由性交的习惯引发的，如果你有性交的习惯，必须尽早的戒掉，不然的话症状会越来越重的，建议你只要戒掉性交，适当锻练，应当很快症状就可以纾解的,dialogue_weak:前列腺炎:answer:男科5-13000.csv:95,
gold-00108,,speculated,个是疾病,个是疾病,15,19,可能,再次出现阴囊潮湿有两种可能性，个是疾病致使的，比如说前列腺炎、精索静脉曲张等。,dialogue_weak:阴囊湿疹:answer:男科5-13000.csv:101,
gold-00109,,speculated,说前列腺炎,说前列腺炎,25,30,可能,再次出现阴囊潮湿有两种可能性，个是疾病致使的，比如说前列腺炎、精索静脉曲张等。,dialogue_weak:阴囊湿疹:answer:男科5-13000.csv:101,
gold-00110,,speculated,状的药,状的药,25,28,可能,需要有理解患者如何同时服食利尿剂等可能会干扰排尿症状的药物，并适当重新调整。,dialogue_weak:前列腺增生:answer:男科5-13000.csv:111,
gold-00111,,speculated,附睾囊肿手术的后遗症,附睾囊肿手术的后遗症,12,22,可能,根据你上面说的情况来看，附睾囊肿手术的后遗症是可能摧毁附睾管因而影响受孕，建议你三思而后行，必须选择正规的医院进行治疗，平时要注意护理卫生，按时复查。,dialogue_weak:急性附睾炎:answer:男科5-13000.csv:116,
gold-00112,,speculated,根据你的症,根据你的症,0,5,可能,根据你的症状看，肾虚的可能性比较大，可以口服补肾益气药物治疗，平时要积极参加体育锻炼，以大幅提高身心素质，多食一些具备补肾固精效用的食物如栗子、甲鱼等。,dialogue_weak:早泄:answer:男科5-13000.csv:117,
gold-00113,,speculated,可以口服补肾益气药,可以口服补肾益气药,18,27,可能,根据你的症状看，肾虚的可能性比较大，可以口服补肾益气药物治疗，平时要积极参加体育锻炼，以大幅提高身心素质，多食一些具备补肾固精效用的食物如栗子、甲鱼等。,dialogue_weak:早泄:answer:男科5-13000.csv:117,
gold-00114,,speculated,根据病,根据病,0,3,考虑,"根据病情，我考虑，阴囊潮湿不是病态,因此如无其它不适,留意局部的清洁干燥即可。",dialogue_weak:阴囊湿疹:answer:男科5-13000.csv:131,
gold-00115,,speculated,阴囊潮湿不是病,阴囊潮湿不是病,9,16,考虑,"根据病情，我考虑，阴囊潮湿不是病态,因此如无其它不适,留意局部的清洁干燥即可。",dialogue_weak:阴囊湿疹:answer:男科5-13000.csv:131,
gold-00116,,speculated,不过光靠这一项是不足以进疾病,不过光靠这一项是不足以进疾病,52,66,可能,绝大多数的病人再次出现了前列腺回音不均匀的情况，都是有的可能会是由于前列腺炎或者前列腺增生等炎症导致的，不过光靠这一项是不足以进疾病的推测的，一般还要互相配合许多指诊和前列腺液的常规仔细检查。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:157,
gold-00117,,speculated,具体由于引来前列腺炎,具体由于引来前列腺炎,20,30,可能,前列腺炎需要有吃一些抗菌、消炎、止痛药，具体由于引来前列腺炎的菌种可能会不同，所以药物使用上面也有的区别。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:158,
gold-00118,,speculated,所以药,所以药,39,42,可能,前列腺炎需要有吃一些抗菌、消炎、止痛药，具体由于引来前列腺炎的菌种可能会不同，所以药物使用上面也有的区别。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:158,
gold-00119,,speculated,上面也有的区别,上面也有的区别,45,52,可能,前列腺炎需要有吃一些抗菌、消炎、止痛药，具体由于引来前列腺炎的菌种可能会不同，所以药物使用上面也有的区别。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:158,
gold-00120,,speculated,从而致使女性再次发生妇科疾病,从而致使女性再次发生妇科疾病,45,59,可能,割包皮是绝不会干扰阴茎勃起的长度的，包皮过长会将影藏在包皮内的细菌通过性生活拉入女性体内，从而致使女性再次发生妇科疾病，也有可能会传染到前列腺、睾丸等，因此建议你到正规的医院去做包皮手术，调高心态。,dialogue_weak:阴茎异常勃起:answer:男科5-13000.csv:190,
gold-00121,,speculated,没任何症,没任何症,59,63,可能,如果确诊为前列腺钙化的话，那么这种情况一般来说有可能是原来的那前列腺炎，致使再次出现这种情况的可能性，那么这种情况如果没任何症状的话，那么这种情况通常是不需要做任何救治的，只要饮食方面需要有清淡，不能够纵欲过度就可以了。,dialogue_weak:前列腺钙化:answer:男科5-13000.csv:197,
gold-00122,,speculated,甚至引来前列腺炎,甚至引来前列腺炎,28,36,可能,你好朋友，频繁性交容易引发肾虚，而肾虚是可能致使早泄的，甚至引来前列腺炎。,dialogue_weak:早泄:answer:男科5-13000.csv:225,
gold-00123,,speculated,一是治疗原发病,一是治疗原发病,27,34,考虑,你好，根据你描述的情况来看：治疗尿路结石从两方面考虑，一是治疗原发病如代谢紊乱、感染或已存在的解剖原因；,dialogue_weak:泌尿系结石:answer:男科5-13000.csv:240,
