id,gold_label,weak_label,entity,answer_span,start,end,cue,text,source,notes
gold-00265,,family_history,致使前列腺癌疾病的病,致使前列腺癌疾病的病,43,53,家族史,你患慢性前列腺炎已经有三年的时间了，但是慢性前列腺炎疾病并不会引来前列腺癌再次发生的，致使前列腺癌疾病的病因很有可能与家族史有关系的，如果家族有患癌症人群那么你患癌的几率会比较高，再出也可能与激素方面有关系，或者年龄都有关系的。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:54717,
gold-00266,,family_history,家族有患癌症人群那么你患癌,家族有患癌症人群那么你患癌,69,82,家族史,你患慢性前列腺炎已经有三年的时间了，但是慢性前列腺炎疾病并不会引来前列腺癌再次发生的，致使前列腺癌疾病的病因很有可能与家族史有关系的，如果家族有患癌症人群那么你患癌的几率会比较高，再出也可能与激素方面有关系，或者年龄都有关系的。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:54717,
gold-00267,,family_history,您父亲也有可能是前列腺增生等疾病,您父亲也有可能是前列腺增生等疾病,11,27,父亲,融合您购买的情况讲解，您父亲也有可能是前列腺增生等疾病。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:59835,
gold-00268,,family_history,治疗的时候主要以口服药,治疗的时候主要以口服药,42,53,兄弟,临床诊断上早泄和勃起功能障碍，早泄是个兄弟，临床诊断上早泄在一般同时伴发早泄的时候，治疗的时候主要以口服药物实施治疗为基础，一般中医上来说主要是由于心肾不交，肾气亏虚或者是疲劳综合征等原因导致的，这两个时候最好可以口服一些中成药中成药，比如说补肾起萎胶囊，六味地黄丸等药物，药物连续服用两周,dialogue_weak:勃起功能障碍:answer:男科5-13000.csv:60157,
gold-00269,,family_history,说补肾起萎胶囊,说补肾起萎胶囊,120,127,兄弟,临床诊断上早泄和勃起功能障碍，早泄是个兄弟，临床诊断上早泄在一般同时伴发早泄的时候，治疗的时候主要以口服药物实施治疗为基础，一般中医上来说主要是由于心肾不交，肾气亏虚或者是疲劳综合征等原因导致的，这两个时候最好可以口服一些中成药中成药，比如说补肾起萎胶囊，六味地黄丸等药物，药物连续服用两周,dialogue_weak:勃起功能障碍:answer:男科5-13000.csv:60157,
gold-00270,,family_history,六味地黄丸等药,六味地黄丸等药,128,135,兄弟,临床诊断上早泄和勃起功能障碍，早泄是个兄弟，临床诊断上早泄在一般同时伴发早泄的时候，治疗的时候主要以口服药物实施治疗为基础，一般中医上来说主要是由于心肾不交，肾气亏虚或者是疲劳综合征等原因导致的，这两个时候最好可以口服一些中成药中成药，比如说补肾起萎胶囊，六味地黄丸等药物，药物连续服用两周,dialogue_weak:勃起功能障碍:answer:男科5-13000.csv:60157,
gold-00271,,family_history,药物实施治疗为基础,药物实施治疗为基础,52,61,兄弟,临床诊断上早泄和勃起功能障碍，早泄是个兄弟，临床诊断上早泄在一般同时伴发早泄的时候，治疗的时候主要以口服药物实施治疗为基础，一般中医上来说主要是由于心肾不交，肾气亏虚或者是疲劳综合征等原因导致的，这两个时候最好可以口服一些中成药中成药，比如说补肾起萎胶囊，六味地黄丸等药物，药物连续服用两周,dialogue_weak:勃起功能障碍:answer:男科5-13000.csv:60157,
gold-00272,,family_history,中成药中成药,中成药中成药,111,117,兄弟,临床诊断上早泄和勃起功能障碍，早泄是个兄弟，临床诊断上早泄在一般同时伴发早泄的时候，治疗的时候主要以口服药物实施治疗为基础，一般中医上来说主要是由于心肾不交，肾气亏虚或者是疲劳综合征等原因导致的，这两个时候最好可以口服一些中成药中成药，比如说补肾起萎胶囊，六味地黄丸等药物，药物连续服用两周,dialogue_weak:勃起功能障碍:answer:男科5-13000.csv:60157,
gold-00273,,family_history,两周,两周,143,145,兄弟,临床诊断上早泄和勃起功能障碍，早泄是个兄弟，临床诊断上早泄在一般同时伴发早泄的时候，治疗的时候主要以口服药物实施治疗为基础，一般中医上来说主要是由于心肾不交，肾气亏虚或者是疲劳综合征等原因导致的，这两个时候最好可以口服一些中成药中成药，比如说补肾起萎胶囊，六味地黄丸等药物，药物连续服用两周,dialogue_weak:勃起功能障碍:answer:男科5-13000.csv:60157,
gold-00274,,family_history,两者在感染,两者在感染,19,24,兄弟,精囊与前列腺的解剖和生理功能密切相关，两者在感染的来源、临床症状以及诊断方法上都十分相似，而且两者之间常互相影响，成为“患难兄弟”。,dialogue_weak:精囊炎:answer:男科5-13000.csv:64659,
gold-00275,,family_history,临床症,临床症,28,31,兄弟,精囊与前列腺的解剖和生理功能密切相关，两者在感染的来源、临床症状以及诊断方法上都十分相似，而且两者之间常互相影响，成为“患难兄弟”。,dialogue_weak:精囊炎:answer:男科5-13000.csv:64659,
gold-00276,,family_history,.器质性不射精症,.器质性不射精症,32,40,遗传史,"或是在其他情况下可射出精液,而在阴道内不射精.两者统称为不射精症.器质性不射精症多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精症多见.不射精症影响生殖健康,可引起男性不育.另外,不射精症由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精症的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.",dialogue_weak:不射精症:answer:男科5-13000.csv:68542,
gold-00277,,family_history,脊髓损伤,脊髓损伤,57,61,遗传史,"或是在其他情况下可射出精液,而在阴道内不射精.两者统称为不射精症.器质性不射精症多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精症多见.不射精症影响生殖健康,可引起男性不育.另外,不射精症由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精症的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.",dialogue_weak:不射精症:answer:男科5-13000.csv:68542,
gold-00278,,family_history,某些颅脑病,某些颅脑病,68,73,遗传史,"或是在其他情况下可射出精液,而在阴道内不射精.两者统称为不射精症.器质性不射精症多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精症多见.不射精症影响生殖健康,可引起男性不育.另外,不射精症由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精症的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.",dialogue_weak:不射精症:answer:男科5-13000.csv:68542,
gold-00279,,family_history,精神性不射精症多见.不射精症,精神性不射精症多见.不射精症,94,108,遗传史,"或是在其他情况下可射出精液,而在阴道内不射精.两者统称为不射精症.器质性不射精症多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精症多见.不射精症影响生殖健康,可引起男性不育.另外,不射精症由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精症的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.",dialogue_weak:不射精症:answer:男科5-13000.csv:68542,
gold-00280,,family_history,不射精症,不射精症,126,130,遗传史,"或是在其他情况下可射出精液,而在阴道内不射精.两者统称为不射精症.器质性不射精症多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精症多见.不射精症影响生殖健康,可引起男性不育.另外,不射精症由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精症的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.",dialogue_weak:不射精症:answer:男科5-13000.csv:68542,
gold-00281,,family_history,射精衰竭症,射精衰竭症,255,260,遗传史,"或是在其他情况下可射出精液,而在阴道内不射精.两者统称为不射精症.器质性不射精症多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精症多见.不射精症影响生殖健康,可引起男性不育.另外,不射精症由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精症的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.",dialogue_weak:不射精症:answer:男科5-13000.csv:68542,
gold-00282,,family_history,某些药物等,某些药物等,86,91,遗传史,"或是在其他情况下可射出精液,而在阴道内不射精.两者统称为不射精症.器质性不射精症多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精症多见.不射精症影响生殖健康,可引起男性不育.另外,不射精症由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精症的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.",dialogue_weak:不射精症:answer:男科5-13000.csv:68542,
gold-00283,,family_history,确定或许是什么病,确定或许是什么病,49,57,父亲,前列腺增大伴结石治疗具体的费用需要根据你病人的实际情况来定的，你可以带您父亲来医院做个相关的检查，确定或许是什么病情，再制定相应的治疗方案,dialogue_weak:前列腺结石:answer:男科5-13000.csv:80912,
gold-00284,,family_history,脊髓损伤,脊髓损伤,61,65,遗传史,"你好不射精可分为精神性和器质性两类.对精神性不射精可在性咨询中察知精神因素.器质性不射精多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精多见.不射精影响生殖健康,可引起男性不育.另外,不射精由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.②泌尿生殖系统先天性发育缺陷或者炎症刺激,如膀胱颈松弛,精阜肥大,阴茎硬结症,阴茎外伤,严重尿道下裂,前列腺炎,精囊炎等.③内分泌功能紊乱,如垂体功能低下,甲状腺功能亢进,肢端肥大症,黏液性水肿等.④有些药物也可引起不射精,常见的有治疗高血压的胍乙啶和利血平,治疗神经衰弱的利眠宁,甲硫哒嗪等.不射精患者如果想生育,最好是能找出其发生原因,进行对症治疗,如进行心理疏导,掌握性知识,停用影响药物,治疗有关疾病等.恢复了射精功能,就可以正常地生育.",dialogue_weak:不射精症:answer:男科5-13000.csv:86120,
gold-00285,,family_history,某些颅脑病,某些颅脑病,72,77,遗传史,"你好不射精可分为精神性和器质性两类.对精神性不射精可在性咨询中察知精神因素.器质性不射精多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精多见.不射精影响生殖健康,可引起男性不育.另外,不射精由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.②泌尿生殖系统先天性发育缺陷或者炎症刺激,如膀胱颈松弛,精阜肥大,阴茎硬结症,阴茎外伤,严重尿道下裂,前列腺炎,精囊炎等.③内分泌功能紊乱,如垂体功能低下,甲状腺功能亢进,肢端肥大症,黏液性水肿等.④有些药物也可引起不射精,常见的有治疗高血压的胍乙啶和利血平,治疗神经衰弱的利眠宁,甲硫哒嗪等.不射精患者如果想生育,最好是能找出其发生原因,进行对症治疗,如进行心理疏导,掌握性知识,停用影响药物,治疗有关疾病等.恢复了射精功能,就可以正常地生育.",dialogue_weak:不射精症:answer:男科5-13000.csv:86120,
gold-00286,,family_history,射精衰竭症,射精衰竭症,255,260,遗传史,"你好不射精可分为精神性和器质性两类.对精神性不射精可在性咨询中察知精神因素.器质性不射精多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精多见.不射精影响生殖健康,可引起男性不育.另外,不射精由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.②泌尿生殖系统先天性发育缺陷或者炎症刺激,如膀胱颈松弛,精阜肥大,阴茎硬结症,阴茎外伤,严重尿道下裂,前列腺炎,精囊炎等.③内分泌功能紊乱,如垂体功能低下,甲状腺功能亢进,肢端肥大症,黏液性水肿等.④有些药物也可引起不射精,常见的有治疗高血压的胍乙啶和利血平,治疗神经衰弱的利眠宁,甲硫哒嗪等.不射精患者如果想生育,最好是能找出其发生原因,进行对症治疗,如进行心理疏导,掌握性知识,停用影响药物,治疗有关疾病等.恢复了射精功能,就可以正常地生育.",dialogue_weak:不射精症:answer:男科5-13000.csv:86120,
gold-00287,,family_history,阴茎硬结症,阴茎硬结症,294,299,遗传史,"你好不射精可分为精神性和器质性两类.对精神性不射精可在性咨询中察知精神因素.器质性不射精多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精多见.不射精影响生殖健康,可引起男性不育.另外,不射精由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.②泌尿生殖系统先天性发育缺陷或者炎症刺激,如膀胱颈松弛,精阜肥大,阴茎硬结症,阴茎外伤,严重尿道下裂,前列腺炎,精囊炎等.③内分泌功能紊乱,如垂体功能低下,甲状腺功能亢进,肢端肥大症,黏液性水肿等.④有些药物也可引起不射精,常见的有治疗高血压的胍乙啶和利血平,治疗神经衰弱的利眠宁,甲硫哒嗪等.不射精患者如果想生育,最好是能找出其发生原因,进行对症治疗,如进行心理疏导,掌握性知识,停用影响药物,治疗有关疾病等.恢复了射精功能,就可以正常地生育.",dialogue_weak:不射精症:answer:男科5-13000.csv:86120,
gold-00288,,family_history,前列腺炎,前列腺炎,312,316,遗传史,"你好不射精可分为精神性和器质性两类.对精神性不射精可在性咨询中察知精神因素.器质性不射精多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精多见.不射精影响生殖健康,可引起男性不育.另外,不射精由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.②泌尿生殖系统先天性发育缺陷或者炎症刺激,如膀胱颈松弛,精阜肥大,阴茎硬结症,阴茎外伤,严重尿道下裂,前列腺炎,精囊炎等.③内分泌功能紊乱,如垂体功能低下,甲状腺功能亢进,肢端肥大症,黏液性水肿等.④有些药物也可引起不射精,常见的有治疗高血压的胍乙啶和利血平,治疗神经衰弱的利眠宁,甲硫哒嗪等.不射精患者如果想生育,最好是能找出其发生原因,进行对症治疗,如进行心理疏导,掌握性知识,停用影响药物,治疗有关疾病等.恢复了射精功能,就可以正常地生育.",dialogue_weak:不射精症:answer:男科5-13000.csv:86120,
gold-00289,,family_history,精囊炎,精囊炎,317,320,遗传史,"你好不射精可分为精神性和器质性两类.对精神性不射精可在性咨询中察知精神因素.器质性不射精多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精多见.不射精影响生殖健康,可引起男性不育.另外,不射精由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.②泌尿生殖系统先天性发育缺陷或者炎症刺激,如膀胱颈松弛,精阜肥大,阴茎硬结症,阴茎外伤,严重尿道下裂,前列腺炎,精囊炎等.③内分泌功能紊乱,如垂体功能低下,甲状腺功能亢进,肢端肥大症,黏液性水肿等.④有些药物也可引起不射精,常见的有治疗高血压的胍乙啶和利血平,治疗神经衰弱的利眠宁,甲硫哒嗪等.不射精患者如果想生育,最好是能找出其发生原因,进行对症治疗,如进行心理疏导,掌握性知识,停用影响药物,治疗有关疾病等.恢复了射精功能,就可以正常地生育.",dialogue_weak:不射精症:answer:男科5-13000.csv:86120,
gold-00290,,family_history,肢端肥大症,肢端肥大症,347,352,遗传史,"你好不射精可分为精神性和器质性两类.对精神性不射精可在性咨询中察知精神因素.器质性不射精多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精多见.不射精影响生殖健康,可引起男性不育.另外,不射精由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.②泌尿生殖系统先天性发育缺陷或者炎症刺激,如膀胱颈松弛,精阜肥大,阴茎硬结症,阴茎外伤,严重尿道下裂,前列腺炎,精囊炎等.③内分泌功能紊乱,如垂体功能低下,甲状腺功能亢进,肢端肥大症,黏液性水肿等.④有些药物也可引起不射精,常见的有治疗高血压的胍乙啶和利血平,治疗神经衰弱的利眠宁,甲硫哒嗪等.不射精患者如果想生育,最好是能找出其发生原因,进行对症治疗,如进行心理疏导,掌握性知识,停用影响药物,治疗有关疾病等.恢复了射精功能,就可以正常地生育.",dialogue_weak:不射精症:answer:男科5-13000.csv:86120,
gold-00291,,family_history,有些药,有些药,361,364,遗传史,"你好不射精可分为精神性和器质性两类.对精神性不射精可在性咨询中察知精神因素.器质性不射精多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精多见.不射精影响生殖健康,可引起男性不育.另外,不射精由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.②泌尿生殖系统先天性发育缺陷或者炎症刺激,如膀胱颈松弛,精阜肥大,阴茎硬结症,阴茎外伤,严重尿道下裂,前列腺炎,精囊炎等.③内分泌功能紊乱,如垂体功能低下,甲状腺功能亢进,肢端肥大症,黏液性水肿等.④有些药物也可引起不射精,常见的有治疗高血压的胍乙啶和利血平,治疗神经衰弱的利眠宁,甲硫哒嗪等.不射精患者如果想生育,最好是能找出其发生原因,进行对症治疗,如进行心理疏导,掌握性知识,停用影响药物,治疗有关疾病等.恢复了射精功能,就可以正常地生育.",dialogue_weak:不射精症:answer:男科5-13000.csv:86120,
gold-00292,,family_history,常见的有治疗高血压,常见的有治疗高血压,373,382,遗传史,"你好不射精可分为精神性和器质性两类.对精神性不射精可在性咨询中察知精神因素.器质性不射精多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精多见.不射精影响生殖健康,可引起男性不育.另外,不射精由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.②泌尿生殖系统先天性发育缺陷或者炎症刺激,如膀胱颈松弛,精阜肥大,阴茎硬结症,阴茎外伤,严重尿道下裂,前列腺炎,精囊炎等.③内分泌功能紊乱,如垂体功能低下,甲状腺功能亢进,肢端肥大症,黏液性水肿等.④有些药物也可引起不射精,常见的有治疗高血压的胍乙啶和利血平,治疗神经衰弱的利眠宁,甲硫哒嗪等.不射精患者如果想生育,最好是能找出其发生原因,进行对症治疗,如进行心理疏导,掌握性知识,停用影响药物,治疗有关疾病等.恢复了射精功能,就可以正常地生育.",dialogue_weak:不射精症:answer:男科5-13000.csv:86120,
gold-00293,,family_history,停用影响药,停用影响药,452,457,遗传史,"你好不射精可分为精神性和器质性两类.对精神性不射精可在性咨询中察知精神因素.器质性不射精多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精多见.不射精影响生殖健康,可引起男性不育.另外,不射精由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.②泌尿生殖系统先天性发育缺陷或者炎症刺激,如膀胱颈松弛,精阜肥大,阴茎硬结症,阴茎外伤,严重尿道下裂,前列腺炎,精囊炎等.③内分泌功能紊乱,如垂体功能低下,甲状腺功能亢进,肢端肥大症,黏液性水肿等.④有些药物也可引起不射精,常见的有治疗高血压的胍乙啶和利血平,治疗神经衰弱的利眠宁,甲硫哒嗪等.不射精患者如果想生育,最好是能找出其发生原因,进行对症治疗,如进行心理疏导,掌握性知识,停用影响药物,治疗有关疾病等.恢复了射精功能,就可以正常地生育.",dialogue_weak:不射精症:answer:男科5-13000.csv:86120,
gold-00294,,family_history,治疗有关疾病,治疗有关疾病,459,465,遗传史,"你好不射精可分为精神性和器质性两类.对精神性不射精可在性咨询中察知精神因素.器质性不射精多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精多见.不射精影响生殖健康,可引起男性不育.另外,不射精由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.②泌尿生殖系统先天性发育缺陷或者炎症刺激,如膀胱颈松弛,精阜肥大,阴茎硬结症,阴茎外伤,严重尿道下裂,前列腺炎,精囊炎等.③内分泌功能紊乱,如垂体功能低下,甲状腺功能亢进,肢端肥大症,黏液性水肿等.④有些药物也可引起不射精,常见的有治疗高血压的胍乙啶和利血平,治疗神经衰弱的利眠宁,甲硫哒嗪等.不射精患者如果想生育,最好是能找出其发生原因,进行对症治疗,如进行心理疏导,掌握性知识,停用影响药物,治疗有关疾病等.恢复了射精功能,就可以正常地生育.",dialogue_weak:不射精症:answer:男科5-13000.csv:86120,
gold-00295,,family_history,某些药物等,某些药物等,90,95,遗传史,"你好不射精可分为精神性和器质性两类.对精神性不射精可在性咨询中察知精神因素.器质性不射精多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精多见.不射精影响生殖健康,可引起男性不育.另外,不射精由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.②泌尿生殖系统先天性发育缺陷或者炎症刺激,如膀胱颈松弛,精阜肥大,阴茎硬结症,阴茎外伤,严重尿道下裂,前列腺炎,精囊炎等.③内分泌功能紊乱,如垂体功能低下,甲状腺功能亢进,肢端肥大症,黏液性水肿等.④有些药物也可引起不射精,常见的有治疗高血压的胍乙啶和利血平,治疗神经衰弱的利眠宁,甲硫哒嗪等.不射精患者如果想生育,最好是能找出其发生原因,进行对症治疗,如进行心理疏导,掌握性知识,停用影响药物,治疗有关疾病等.恢复了射精功能,就可以正常地生育.",dialogue_weak:不射精症:answer:男科5-13000.csv:86120,
gold-00296,,family_history,癫痫是一种神经系统的疾病,癫痫是一种神经系统的疾病,0,12,母亲,癫痫是一种神经系统的疾病，此病分原发性及继发性癫痫，原发是从目前胎儿时期就生长发育再次出现的，有遗传性，继发是外伤及脑血管等疾病引发的，没遗传性，若你朋友母亲是原发性的，此病有遗传性，若此母亲孩子较多，不一定隔代遗传到哪一个。,dialogue_weak:神经科:answer:内科5000-33000.csv:256,
gold-00297,,family_history,此病,此病,13,15,母亲,癫痫是一种神经系统的疾病，此病分原发性及继发性癫痫，原发是从目前胎儿时期就生长发育再次出现的，有遗传性，继发是外伤及脑血管等疾病引发的，没遗传性，若你朋友母亲是原发性的，此病有遗传性，若此母亲孩子较多，不一定隔代遗传到哪一个。,dialogue_weak:神经科:answer:内科5000-33000.csv:256,
gold-00298,,family_history,继发是外伤及脑血管等疾病,继发是外伤及脑血管等疾病,52,64,母亲,癫痫是一种神经系统的疾病，此病分原发性及继发性癫痫，原发是从目前胎儿时期就生长发育再次出现的，有遗传性，继发是外伤及脑血管等疾病引发的，没遗传性，若你朋友母亲是原发性的，此病有遗传性，若此母亲孩子较多，不一定隔代遗传到哪一个。,dialogue_weak:神经科:answer:内科5000-33000.csv:256,
gold-00299,,family_history,此病,此病,85,87,母亲,癫痫是一种神经系统的疾病，此病分原发性及继发性癫痫，原发是从目前胎儿时期就生长发育再次出现的，有遗传性，继发是外伤及脑血管等疾病引发的，没遗传性，若你朋友母亲是原发性的，此病有遗传性，若此母亲孩子较多，不一定隔代遗传到哪一个。,dialogue_weak:神经科:answer:内科5000-33000.csv:256,
gold-00300,,family_history,想给他买点药,想给他买点药,24,30,父亲,现在正在追的女孩的父亲查出来有癫痫，女孩很担忧，想给他买点药，这个情况应当带他父亲到医院去做相关检查，而不是给他买药，药品是因人而异的，每个人的身体状况不同，基础疾病不同，不是每个药都适合，先去看医生最后让医生根据实际情况给他用药才是最合适的,dialogue_weak:神经科:answer:内科5000-33000.csv:317,
